fiscal_year,year,month,month_numeric,day,date_stamp,volume_in_mn,value_in_cr,released_on,updated_on,data_source,data_url
2023-24,2023,July,7,7,2023-07-07,2.32,25608.38,2023-08-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,July,7,8,2023-07-08,0.00,0.00,2023-08-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,July,7,9,2023-07-09,0.00,0.00,2023-08-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,July,7,10,2023-07-10,3.56,32625.75,2023-08-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,July,7,11,2023-07-11,2.80,28165.11,2023-08-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,July,7,12,2023-07-12,2.45,25070.01,2023-08-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,July,7,13,2023-07-13,2.23,23804.64,2023-08-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,July,7,14,2023-07-14,2.13,23320.10,2023-08-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,July,7,15,2023-07-15,2.10,21571.83,2023-08-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,July,7,16,2023-07-16,0.00,0.00,2023-08-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,July,7,17,2023-07-17,2.33,22380.59,2023-08-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,July,7,18,2023-07-18,2.24,23709.81,2023-08-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,July,7,19,2023-07-19,2.15,22701.35,2023-08-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,July,7,20,2023-07-20,2.20,23567.77,2023-08-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,July,7,21,2023-07-21,2.09,22732.67,2023-08-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,July,7,22,2023-07-22,0.00,0.00,2023-08-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,July,7,23,2023-07-23,0.00,0.00,2023-08-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,July,7,24,2023-07-24,3.23,32273.23,2023-08-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,July,7,25,2023-07-25,2.56,26718.83,2023-08-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,July,7,26,2023-07-26,2.15,24190.49,2023-08-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,July,7,27,2023-07-27,2.03,23162.01,2023-08-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,July,7,28,2023-07-28,1.98,22943.15,2023-08-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,July,7,29,2023-07-29,0.47,5310.93,2023-08-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,July,7,30,2023-07-30,0.00,0.00,2023-08-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,July,7,31,2023-07-31,2.85,29573.66,2023-08-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,1,2023-08-01,2.36,27345.63,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,2,2023-08-02,2.16,24715.51,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,3,2023-08-03,2.09,23585.92,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,4,2023-08-04,2.17,23355.70,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,5,2023-08-05,2.14,21972.84,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,6,2023-08-06,0.00,0.00,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,7,2023-08-07,2.45,23822.16,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,8,2023-08-08,2.48,25499.66,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,9,2023-08-09,2.28,23152.38,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,10,2023-08-10,2.39,24543.84,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,11,2023-08-11,2.32,24348.53,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,12,2023-08-12,0.00,0.00,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,13,2023-08-13,0.00,0.00,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,14,2023-08-14,3.45,33364.37,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,15,2023-08-15,0.00,0.00,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,16,2023-08-16,2.43,22850.21,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,17,2023-08-17,3.00,27976.57,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,18,2023-08-18,2.46,24901.67,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,19,2023-08-19,2.06,21605.37,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,20,2023-08-20,0.00,0.00,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,21,2023-08-21,2.53,24776.87,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,22,2023-08-22,2.31,25568.34,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,23,2023-08-23,2.14,23943.60,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,24,2023-08-24,2.08,23484.17,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,25,2023-08-25,2.21,24704.46,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,26,2023-08-26,0.00,0.00,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,27,2023-08-27,0.00,0.00,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,28,2023-08-28,3.24,32264.46,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,29,2023-08-29,2.43,26662.13,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,30,2023-08-30,1.68,18118.64,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,August,8,31,2023-08-31,1.70,20760.01,2023-09-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,1,2023-09-01,2.02,24733.33,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,2,2023-09-02,1.97,22198.13,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,3,2023-09-03,0.00,0.00,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,4,2023-09-04,2.48,24232.00,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,5,2023-09-05,2.45,25714.69,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,6,2023-09-06,2.06,24067.09,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,7,2023-09-07,1.41,14367.17,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,8,2023-09-08,2.38,24141.82,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,9,2023-09-09,0.00,0.00,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,10,2023-09-10,0.00,0.00,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,11,2023-09-11,3.65,33411.28,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,12,2023-09-12,2.99,28990.98,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,13,2023-09-13,2.47,24956.85,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,14,2023-09-14,2.27,24263.36,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,15,2023-09-15,2.32,25518.68,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,16,2023-09-16,2.02,20723.54,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,17,2023-09-17,0.00,0.00,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,18,2023-09-18,1.93,18332.33,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,19,2023-09-19,1.37,14960.84,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,20,2023-09-20,2.52,26752.16,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,21,2023-09-21,2.19,24127.05,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,22,2023-09-22,2.05,23016.14,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,23,2023-09-23,0.00,0.00,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,24,2023-09-24,0.00,0.00,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,25,2023-09-25,3.36,33933.91,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,26,2023-09-26,2.51,28311.77,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,27,2023-09-27,2.25,27364.70,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,28,2023-09-28,0.85,9480.70,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,29,2023-09-29,1.94,25070.06,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,September,9,30,2023-09-30,2.39,26352.37,2023-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,1,2023-10-01,0.00,0.00,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,2,2023-10-02,0.00,0.00,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,3,2023-10-03,3.31,34675.26,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,4,2023-10-04,2.75,28624.52,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,5,2023-10-05,2.59,27570.54,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,6,2023-10-06,2.43,26357.23,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,7,2023-10-07,2.15,22454.21,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,8,2023-10-08,0.00,0.00,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,9,2023-10-09,2.61,23970.51,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,10,2023-10-10,2.71,25792.00,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,11,2023-10-11,2.46,23951.73,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,12,2023-10-12,2.35,23595.86,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,13,2023-10-13,2.25,22966.85,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,14,2023-10-14,0.00,0.00,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,15,2023-10-15,0.00,0.00,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,16,2023-10-16,3.54,32223.88,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,17,2023-10-17,2.85,29485.83,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,18,2023-10-18,2.50,27460.78,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,19,2023-10-19,2.30,26784.49,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,20,2023-10-20,2.31,26059.18,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,21,2023-10-21,1.88,21475.77,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,22,2023-10-22,0.00,0.00,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,23,2023-10-23,1.49,15170.82,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,24,2023-10-24,0.10,1558.97,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,25,2023-10-25,2.99,29814.28,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,26,2023-10-26,2.38,26434.52,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,27,2023-10-27,2.29,26688.64,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,28,2023-10-28,0.00,0.00,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,29,2023-10-29,0.00,0.00,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,30,2023-10-30,3.58,36443.67,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,October,10,31,2023-10-31,2.18,24894.61,2023-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,1,2023-11-01,2.38,28029.94,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,2,2023-11-02,2.34,26512.34,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,3,2023-11-03,2.19,25991.13,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,4,2023-11-04,2.30,24510.34,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,5,2023-11-05,0.00,0.00,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,6,2023-11-06,2.86,27120.56,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,7,2023-11-07,2.76,28766.96,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,8,2023-11-08,2.69,27366.59,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,9,2023-11-09,2.62,28162.36,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,10,2023-11-10,2.61,26476.77,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,11,2023-11-11,0.00,0.00,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,12,2023-11-12,0.00,0.00,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,13,2023-11-13,1.98,19544.93,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,14,2023-11-14,1.21,12475.76,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,15,2023-11-15,1.79,17567.58,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,16,2023-11-16,1.93,21369.90,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,17,2023-11-17,1.84,20233.48,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,18,2023-11-18,1.81,18847.76,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,19,2023-11-19,0.00,0.00,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,20,2023-11-20,2.21,23568.96,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,21,2023-11-21,1.89,19584.99,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,22,2023-11-22,2.23,24751.16,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,23,2023-11-23,1.92,22176.06,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,24,2023-11-24,1.95,22084.87,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,25,2023-11-25,0.00,0.00,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,26,2023-11-26,0.00,0.00,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,27,2023-11-27,1.09,11094.04,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,28,2023-11-28,3.35,33056.45,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,29,2023-11-29,2.54,27015.62,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,November,11,30,2023-11-30,2.06,22557.33,2023-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,December,12,1,2023-12-01,2.13,25845.12,2024-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,December,12,2,2023-12-02,2.00,23480.97,2024-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,December,12,3,2023-12-03,0.00,0.00,2024-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,December,12,4,2023-12-04,2.27,22835.72,2024-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,December,12,5,2023-12-05,2.36,24755.32,2024-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,December,12,6,2023-12-06,2.27,24123.06,2024-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,December,12,7,2023-12-07,2.13,23035.13,2024-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,December,12,8,2023-12-08,2.26,24322.59,2024-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,December,12,9,2023-12-09,0.00,0.00,2024-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,December,12,10,2023-12-10,0.00,0.00,2024-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,December,12,11,2023-12-11,3.61,34077.25,2024-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,December,12,12,2023-12-12,2.84,28252.63,2024-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,December,12,13,2023-12-13,2.37,24617.53,2024-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,December,12,14,2023-12-14,2.16,23972.46,2024-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,December,12,15,2023-12-15,2.23,24299.48,2024-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,December,12,16,2023-12-16,1.99,21933.19,2024-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,December,12,17,2023-12-17,0.00,0.00,2024-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,December,12,18,2023-12-18,2.35,23808.59,2024-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,December,12,19,2023-12-19,2.24,24932.17,2024-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,December,12,20,2023-12-20,2.30,25108.29,2024-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,December,12,21,2023-12-21,2.09,24282.08,2024-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,December,12,22,2023-12-22,2.16,26302.45,2024-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2023-24,2023,December,12,23,2023-12-23,0.00,0.00,2024-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
